"sp","trt","Euse","tuse","edm_r2","edm_mae","edm_mte","mormu","morsd"
"Fragilaria.capucina","LSA",3,1,0.74127587700482,0.233124579114792,0.522414920002175,0.80745863719044,0.0631700114106993
